,location_name,cause_name,year,GBD_val
85991,World Bank Low Income,Digestive diseases,2013,967.9701722086684
85997,World Bank Low Income,Digestive diseases,2014,959.4523067184264
86003,World Bank Low Income,Digestive diseases,2015,952.0682892383884
86015,World Bank Low Income,Digestive diseases,2016,943.6597392462303
86009,World Bank Low Income,Digestive diseases,2017,937.0844168375417
82997,World Bank Lower Middle Income,Digestive diseases,1990,1280.442003742213
83003,World Bank Lower Middle Income,Digestive diseases,1991,1280.6596504349507
83009,World Bank Lower Middle Income,Digestive diseases,1992,1276.0835271215035
83015,World Bank Lower Middle Income,Digestive diseases,1993,1266.1790861860484
83021,World Bank Lower Middle Income,Digestive diseases,1994,1254.5935127504715
83027,World Bank Lower Middle Income,Digestive diseases,1995,1245.7285536395336
83033,World Bank Lower Middle Income,Digestive diseases,1996,1236.5168797474778
83039,World Bank Lower Middle Income,Digestive diseases,1997,1238.1110002704015
83045,World Bank Lower Middle Income,Digestive diseases,1998,1232.2195275400475
83051,World Bank Lower Middle Income,Digestive diseases,1999,1223.7908562258826
83057,World Bank Lower Middle Income,Digestive diseases,2000,1213.2082455220027
83063,World Bank Lower Middle Income,Digestive diseases,2001,1202.6130179769393
83069,World Bank Lower Middle Income,Digestive diseases,2002,1188.4023333991865
83075,World Bank Lower Middle Income,Digestive diseases,2003,1174.0828899042112
83081,World Bank Lower Middle Income,Digestive diseases,2004,1158.4697553390781
83087,World Bank Lower Middle Income,Digestive diseases,2005,1153.416744536553
83093,World Bank Lower Middle Income,Digestive diseases,2006,1144.1389844984035
83099,World Bank Lower Middle Income,Digestive diseases,2007,1135.0309898766236
83105,World Bank Lower Middle Income,Digestive diseases,2008,1127.541359868235
83111,World Bank Lower Middle Income,Digestive diseases,2009,1114.4917960638477
83117,World Bank Lower Middle Income,Digestive diseases,2010,1103.0067561991018
83123,World Bank Lower Middle Income,Digestive diseases,2011,1092.788193727331
83129,World Bank Lower Middle Income,Digestive diseases,2012,1076.6139699673677
83135,World Bank Lower Middle Income,Digestive diseases,2013,1061.1520515565007
83141,World Bank Lower Middle Income,Digestive diseases,2014,1051.4296608140176
83147,World Bank Lower Middle Income,Digestive diseases,2015,1051.920035715461
83159,World Bank Lower Middle Income,Digestive diseases,2016,1055.4178011304464
83153,World Bank Lower Middle Income,Digestive diseases,2017,1053.2138763348835
84341,World Bank Upper Middle Income,Digestive diseases,1990,828.6896391400745
84347,World Bank Upper Middle Income,Digestive diseases,1991,830.3615419787558
84353,World Bank Upper Middle Income,Digestive diseases,1992,834.3389945094067
84359,World Bank Upper Middle Income,Digestive diseases,1993,835.8226290920699
84365,World Bank Upper Middle Income,Digestive diseases,1994,832.8697092903373
84371,World Bank Upper Middle Income,Digestive diseases,1995,825.4600072486078
84377,World Bank Upper Middle Income,Digestive diseases,1996,808.2999682348288
84383,World Bank Upper Middle Income,Digestive diseases,1997,788.9990275102809
84389,World Bank Upper Middle Income,Digestive diseases,1998,769.8388308166901
84395,World Bank Upper Middle Income,Digestive diseases,1999,757.9426331110643
84401,World Bank Upper Middle Income,Digestive diseases,2000,746.6943954892511
84407,World Bank Upper Middle Income,Digestive diseases,2001,734.3494094587993
84413,World Bank Upper Middle Income,Digestive diseases,2002,729.7150587450075
84419,World Bank Upper Middle Income,Digestive diseases,2003,724.2689309091686
84425,World Bank Upper Middle Income,Digestive diseases,2004,720.8946786519513
84431,World Bank Upper Middle Income,Digestive diseases,2005,720.2425938709509
84437,World Bank Upper Middle Income,Digestive diseases,2006,706.5412166723883
84443,World Bank Upper Middle Income,Digestive diseases,2007,694.5973751716102
84449,World Bank Upper Middle Income,Digestive diseases,2008,691.8965750877719
84455,World Bank Upper Middle Income,Digestive diseases,2009,686.054871692437
84461,World Bank Upper Middle Income,Digestive diseases,2010,682.1346300162769
84467,World Bank Upper Middle Income,Digestive diseases,2011,673.4759004011697
84473,World Bank Upper Middle Income,Digestive diseases,2012,671.8242621138633
84479,World Bank Upper Middle Income,Digestive diseases,2013,668.2947123350133
84485,World Bank Upper Middle Income,Digestive diseases,2014,672.1899961795232
84488,World Bank Upper Middle Income,Digestive diseases,2015,671.2859974841688
84503,World Bank Upper Middle Income,Digestive diseases,2016,670.9299666436002
84497,World Bank Upper Middle Income,Digestive diseases,2017,671.0437924973997
314165,World Bank High Income,Enteric infections,1990,42.889854430887816
314171,World Bank High Income,Enteric infections,1991,40.105939708470935
314177,World Bank High Income,Enteric infections,1992,36.02830298041291
314183,World Bank High Income,Enteric infections,1993,32.6831437336837
314189,World Bank High Income,Enteric infections,1994,29.91548627466347
314195,World Bank High Income,Enteric infections,1995,27.639629881496578
314201,World Bank High Income,Enteric infections,1996,25.750467590352745
314207,World Bank High Income,Enteric infections,1997,24.55988785231607
314213,World Bank High Income,Enteric infections,1998,24.172439324687737
314219,World Bank High Income,Enteric infections,1999,24.529236503723375
314225,World Bank High Income,Enteric infections,2000,24.93571055082962
314231,World Bank High Income,Enteric infections,2001,25.684646481683664
314237,World Bank High Income,Enteric infections,2002,26.938087589372905
314243,World Bank High Income,Enteric infections,2003,28.59011364946879
314249,World Bank High Income,Enteric infections,2004,29.974669238899786
314255,World Bank High Income,Enteric infections,2005,31.99379784610977
314261,World Bank High Income,Enteric infections,2006,33.68515181222705
314267,World Bank High Income,Enteric infections,2007,35.23907568546532
314273,World Bank High Income,Enteric infections,2008,36.2093551002589
314279,World Bank High Income,Enteric infections,2009,36.65420566999729
314285,World Bank High Income,Enteric infections,2010,36.74222323340222
314291,World Bank High Income,Enteric infections,2011,36.89558685092826
314297,World Bank High Income,Enteric infections,2012,36.90966974589736
314303,World Bank High Income,Enteric infections,2013,36.75617103812112
314309,World Bank High Income,Enteric infections,2014,36.309312404112156
314312,World Bank High Income,Enteric infections,2015,36.32855051378778
314327,World Bank High Income,Enteric infections,2016,35.374628342720094
314321,World Bank High Income,Enteric infections,2017,34.691527233253844
324581,World Bank Low Income,Enteric infections,1990,11030.564932154952
324587,World Bank Low Income,Enteric infections,1991,10925.676643233575
324593,World Bank Low Income,Enteric infections,1992,10732.045987200512
324599,World Bank Low Income,Enteric infections,1993,10603.287728336998
324605,World Bank Low Income,Enteric infections,1994,10530.319279382304
324611,World Bank Low Income,Enteric infections,1995,10206.909126555931
324617,World Bank Low Income,Enteric infections,1996,9822.108890378193
324623,World Bank Low Income,Enteric infections,1997,9484.08438721786
324629,World Bank Low Income,Enteric infections,1998,9187.37544915013
324635,World Bank Low Income,Enteric infections,1999,8726.411431904964
324641,World Bank Low Income,Enteric infections,2000,8312.680818700685
324647,World Bank Low Income,Enteric infections,2001,7833.0838914306405
324653,World Bank Low Income,Enteric infections,2002,7442.381452415034
324659,World Bank Low Income,Enteric infections,2003,7046.660764044646
324665,World Bank Low Income,Enteric infections,2004,6706.7562380504405
324671,World Bank Low Income,Enteric infections,2005,6454.153852326241
324677,World Bank Low Income,Enteric infections,2006,6119.2210120712925
324683,World Bank Low Income,Enteric infections,2007,5786.117203437894
324689,World Bank Low Income,Enteric infections,2008,5505.836644531158
324695,World Bank Low Income,Enteric infections,2009,5277.927372596878
324701,World Bank Low Income,Enteric infections,2010,5001.776288376058
324707,World Bank Low Income,Enteric infections,2011,4746.84361139747
324713,World Bank Low Income,Enteric infections,2012,4475.777063238847
324719,World Bank Low Income,Enteric infections,2013,4266.235806561321
324725,World Bank Low Income,Enteric infections,2014,4094.589090978594
324731,World Bank Low Income,Enteric infections,2015,3939.741288282825
324743,World Bank Low Income,Enteric infections,2016,3796.3060724742986
324737,World Bank Low Income,Enteric infections,2017,3676.057280260613
321725,World Bank Lower Middle Income,Enteric infections,1990,6992.079370111224
321731,World Bank Lower Middle Income,Enteric infections,1991,6757.934506628402
321737,World Bank Lower Middle Income,Enteric infections,1992,6445.6185853487805
321743,World Bank Lower Middle Income,Enteric infections,1993,6157.773456652733
321749,World Bank Lower Middle Income,Enteric infections,1994,5873.4426294972445
321755,World Bank Lower Middle Income,Enteric infections,1995,5611.031201999488
321761,World Bank Lower Middle Income,Enteric infections,1996,5310.387763338546
321767,World Bank Lower Middle Income,Enteric infections,1997,5054.369045620995
321773,World Bank Lower Middle Income,Enteric infections,1998,4832.033223887046
321779,World Bank Lower Middle Income,Enteric infections,1999,4626.900745499052
321785,World Bank Lower Middle Income,Enteric infections,2000,4434.205752250957
321791,World Bank Lower Middle Income,Enteric infections,2001,4225.904973810915
321797,World Bank Lower Middle Income,Enteric infections,2002,3999.616912113225
321803,World Bank Lower Middle Income,Enteric infections,2003,3799.412709171599
321809,World Bank Lower Middle Income,Enteric infections,2004,3654.8407174698687
321815,World Bank Lower Middle Income,Enteric infections,2005,3512.411089427459
321821,World Bank Lower Middle Income,Enteric infections,2006,3409.4401163628772
321827,World Bank Lower Middle Income,Enteric infections,2007,3278.500324751179
321833,World Bank Lower Middle Income,Enteric infections,2008,3167.1332922381844
321839,World Bank Lower Middle Income,Enteric infections,2009,3076.678883459883
321845,World Bank Lower Middle Income,Enteric infections,2010,2981.2514559094043
321851,World Bank Lower Middle Income,Enteric infections,2011,2761.2435474545314
321857,World Bank Lower Middle Income,Enteric infections,2012,2557.6653013013697
321863,World Bank Lower Middle Income,Enteric infections,2013,2356.35677619954
321869,World Bank Lower Middle Income,Enteric infections,2014,2173.5270291860998
321872,World Bank Lower Middle Income,Enteric infections,2015,2010.0128906900798
321887,World Bank Lower Middle Income,Enteric infections,2016,1889.8236754007157
321881,World Bank Lower Middle Income,Enteric infections,2017,1830.840580601877
323069,World Bank Upper Middle Income,Enteric infections,1990,947.6623698834959
323075,World Bank Upper Middle Income,Enteric infections,1991,874.2822381400615
323081,World Bank Upper Middle Income,Enteric infections,1992,782.4381661373613
323087,World Bank Upper Middle Income,Enteric infections,1993,706.1439035356958
323093,World Bank Upper Middle Income,Enteric infections,1994,640.8471510212229
323099,World Bank Upper Middle Income,Enteric infections,1995,582.9661259169516
323105,World Bank Upper Middle Income,Enteric infections,1996,528.2785484703041
323111,World Bank Upper Middle Income,Enteric infections,1997,479.1243443233841
323117,World Bank Upper Middle Income,Enteric infections,1998,441.86241788975815
323123,World Bank Upper Middle Income,Enteric infections,1999,400.7908106815317
323129,World Bank Upper Middle Income,Enteric infections,2000,363.108280371526
323135,World Bank Upper Middle Income,Enteric infections,2001,328.13045655052275
323141,World Bank Upper Middle Income,Enteric infections,2002,298.09981124604764
323147,World Bank Upper Middle Income,Enteric infections,2003,269.04696374593675
323153,World Bank Upper Middle Income,Enteric infections,2004,243.34785007419188
323159,World Bank Upper Middle Income,Enteric infections,2005,221.70638199512334
323165,World Bank Upper Middle Income,Enteric infections,2006,201.1929921062534
323171,World Bank Upper Middle Income,Enteric infections,2007,184.49034273772077
323177,World Bank Upper Middle Income,Enteric infections,2008,170.88788544194261
323183,World Bank Upper Middle Income,Enteric infections,2009,158.28751751589428
323189,World Bank Upper Middle Income,Enteric infections,2010,146.19018335676697
323195,World Bank Upper Middle Income,Enteric infections,2011,135.93324261007825
323201,World Bank Upper Middle Income,Enteric infections,2012,125.18565389973577
323207,World Bank Upper Middle Income,Enteric infections,2013,117.0789934548188
323213,World Bank Upper Middle Income,Enteric infections,2014,110.33488507659376
